Type	LocationID	State	StateName	County	CountyState	City	FacilityName
AIRPORT	6A2	GA	GEORGIA	SPALDING	GA	GRIFFIN	GRIFFIN-SPALDING COUNTY
AIRPORT	4GA7	GA	GEORGIA	PIKE	GA	GRIFFIN	KITCHENS FIELD
AIRPORT	5GA5	GA	GEORGIA	SPALDING	GA	GRIFFIN	PINEBROOK ESTATES
AIRPORT	8GA6	GA	GEORGIA	PIKE	GA	GRIFFIN	S & S LANDING STRIP
HELIPORT	45GA	GA	GEORGIA	SPALDING	GA	GRIFFIN	SPALDING REGIONAL MEDICAL CENTER
AIRPORT	GA43	GA	GEORGIA	EFFINGHAM	GA	GUYTON	BRIGGS FIELD
AIRPORT	1GA5	GA	GEORGIA	LOWNDES	GA	HAHIRA	SHILO FARMS
AIRPORT	HMP	GA	GEORGIA	HENRY	GA	HAMPTON	ATLANTA SPEEDWAY
AIRPORT	0GA0	GA	GEORGIA	CLAYTON	GA	HAMPTON	HALLS FLYING RANCH
AIRPORT	6GA1	GA	GEORGIA	MERIWETHER	GA	HARALSON	FAGUNDES FIELD
AIRPORT	5GA0	GA	GEORGIA	COWETA	GA	HARALSON	GABLE BRANCH
AIRPORT	0GA2	GA	GEORGIA	HART	GA	HARTWELL	"AIRNAUTIQUE, INC"
AIRPORT	0GA1	GA	GEORGIA	HART	GA	HARTWELL	MUSTANG FIELD
AIRPORT	51A	GA	GEORGIA	PULASKI	GA	HAWKINSVILLE	HAWKINSVILLE-PULASKI COUNTY
AIRPORT	AZE	GA	GEORGIA	JEFF DAVIS	GA	HAZLEHURST	HAZLEHURST
AIRPORT	GA19	GA	GEORGIA	LIBERTY	GA	HINESVILLE	HEATH GREEN SKYRANCH
HELIPORT	00GE	GA	GEORGIA	PAULDING	GA	HIRAM	CAFFREY
AIRPORT	6GE4	GA	GEORGIA	MERIWETHER	GA	HOGANSVILLE	M K FIELD
AIRPORT	GA29	GA	GEORGIA	PIKE	GA	HOLLONVILLE	WELLERS LANDING
AIRPORT	HOE	GA	GEORGIA	CLINCH	GA	HOMERVILLE	HOMERVILLE
AIRPORT	98GA	GA	GEORGIA	BUTTS	GA	INDIAN SPRINGS	CIRCLE T
AIRPORT	0GE1	GA	GEORGIA	IRWIN	GA	IRWINVILLE	CRYSTAL LAKE AIRPARK
AIRPORT	62GA	GA	GEORGIA	BUTTS	GA	JACKSON	SEVEN LAKES
AIRPORT	JZP	GA	GEORGIA	PICKENS	GA	JASPER	PICKENS COUNTY
AIRPORT	JCA	GA	GEORGIA	JACKSON	GA	JEFFERSON	JACKSON COUNTY
AIRPORT	09J	GA	GEORGIA	GLYNN	GA	JEKYLL ISLAND	JEKYLL ISLAND
AIRPORT	0GA6	GA	GEORGIA	WALTON	GA	JERSEY	SUNSET STRIP
AIRPORT	JES	GA	GEORGIA	WAYNE	GA	JESUP	JESUP-WAYNE COUNTY
HELIPORT	39GA	GA	GEORGIA	WAYNE	GA	JESUP	WAYNE MEMORIAL HOSPITAL
HELIPORT	41GA	GA	GEORGIA	CLAYTON	GA	JONESBORO	FALCONS NEST
AIRPORT	GA36	GA	GEORGIA	CAMDEN	GA	KINGSLAND	READDICK FIELD
GLIDERPORT	8GA7	GA	GEORGIA	BARTOW	GA	KINGSTON	ETOWAH BEND
AIRPORT	15GA	GA	GEORGIA	EMANUEL	GA	KITE	DARLA'S
AIRPORT	9A5	GA	GEORGIA	WALKER	GA	LAFAYETTE	BARWICK LAFAYETTE
AIRPORT	GE05	GA	GEORGIA	WALKER	GA	LAFAYETTE	GIBSON FIELD
AIRPORT	GA98	GA	GEORGIA	TROUP	GA	LAGRANGE	GRAYHILL
AIRPORT	LGC	GA	GEORGIA	TROUP	GA	LAGRANGE	LAGRANGE-CALLAWAY
AIRPORT	GA44	GA	GEORGIA	TROUP	GA	LAGRANGE	RICHARDS
HELIPORT	GA33	GA	GEORGIA	TROUP	GA	LAGRANGE	WEST GEORGIA MEDICAL CENTER
AIRPORT	LZU	GA	GEORGIA	GWINNETT	GA	LAWRENCEVILLE	GWINNETT COUNTY - BRISCOE FIELD
HELIPORT	55GA	GA	GEORGIA	GWINNETT	GA	LAWRENCEVILLE	NORTHSIDE HOSPITAL GWINNETT
AIRPORT	GE11	GA	GEORGIA	WALKER	GA	LAYFAYETTE	HOGJOWL
AIRPORT	8GA3	GA	GEORGIA	LEE	GA	LEESBURG	LEESBURG SPRAYING
AIRPORT	5GA6	GA	GEORGIA	DOOLY	GA	LILLY	RONEY FARMS
AIRPORT	3GE8	GA	GEORGIA	LINCOLN	GA	LINCOLNTON	PRATER RANCH
HELIPORT	6GA3	GA	GEORGIA	DOUGLAS	GA	LITHIA SPRINGS	HCA PARKWAY MEDICAL CENTER
AIRPORT	00GA	GA	GEORGIA	DE KALB	GA	LITHONIA	LT WORLD
AIRPORT	GE53	GA	GEORGIA	HENRY	GA	LOCUST GROVE	CHIGGER HILL
AIRPORT	GA04	GA	GEORGIA	HENRY	GA	LOCUST GROVE	MALLARDS LANDING
AIRPORT	GE33	GA	GEORGIA	SPALDING	GA	LOCUST GROVE	RIVER BEND
AIRPORT	6GA4	GA	GEORGIA	WALTON	GA	LOGANVILLE	SPRING VALLEY FARM
AIRPORT	3GA3	GA	GEORGIA	WALKER	GA	LOOKOUT MOUNTAIN	WARREN FIELD
AIRPORT	2J3	GA	GEORGIA	JEFFERSON	GA	LOUISVILLE	LOUISVILLE MUNI
AIRPORT	GA89	GA	GEORGIA	HENRY	GA	LOVEJOY	DIAMOND S
AIRPORT	63GE	GA	GEORGIA	STEWART	GA	LUMPKIN	WESTBROOK
AIRPORT	1GA2	GA	GEORGIA	MERIWETHER	GA	LUTHERSVILLE	FLYING N ESTATES
AIRPORT	74GA	GA	GEORGIA	MERIWETHER	GA	LUTHERSVILLE	JOHNSON
SEAPLANE BASE	75GA	GA	GEORGIA	BIBB	GA	MACON	LAKE TOBESOFKEE
AIRPORT	MAC	GA	GEORGIA	BIBB	GA	MACON	MACON DOWNTOWN
HELIPORT	77GE	GA	GEORGIA	BIBB	GA	MACON	"MEDICAL CENTER, NAVICENT HEALTH"
AIRPORT	MCN	GA	GEORGIA	BIBB	GA	MACON	MIDDLE GEORGIA RGNL
AIRPORT	GA50	GA	GEORGIA	MORGAN	GA	MADISON	DREAM TEAM
AIRPORT	1GE7	GA	GEORGIA	MORGAN	GA	MADISON	HAY FIELD
AIRPORT	52A	GA	GEORGIA	MORGAN	GA	MADISON	MADISON MUNI
HELIPORT	GA05	GA	GEORGIA	MORGAN	GA	MADISON	RAMADA INN ANTEBELLUM
HELIPORT	68GA	GA	GEORGIA	COBB	GA	MARIETTA	CALHOUN
AIRPORT	MGE	GA	GEORGIA	COBB	GA	MARIETTA	DOBBINS AIR RESERVE BASE
HELIPORT	16GA	GA	GEORGIA	COBB	GA	MARIETTA	GALLERIA
HELIPORT	56GA	GA	GEORGIA	COBB	GA	MARIETTA	KENNESTONE
HELIPORT	42GA	GA	GEORGIA	COBB	GA	MARIETTA	MATTHEWS
AIRPORT	MQW	GA	GEORGIA	WHEELER	GA	MC RAE	TELFAIR-WHEELER
HELIPORT	GA32	GA	GEORGIA	CANDLER	GA	METTER	CANDLER CO HOSPITAL
AIRPORT	MHP	GA	GEORGIA	CANDLER	GA	METTER	METTER MUNI
AIRPORT	92GE	GA	GEORGIA	BURKE	GA	MIDVILLE	MIDVILLE INTL
AIRPORT	9GA2	GA	GEORGIA	LIBERTY	GA	MIDWAY	BERG PARK AERODROME
AIRPORT	MLJ	GA	GEORGIA	BALDWIN	GA	MILLEDGEVILLE	BALDWIN COUNTY RGNL
AIRPORT	9GA6	GA	GEORGIA	BALDWIN	GA	MILLEDGEVILLE	BROOKLINE - MEADOWMERE
HELIPORT	6GA6	GA	GEORGIA	BALDWIN	GA	MILLEDGEVILLE	CENTRAL STATE HOSPITAL
AIRPORT	2J5	GA	GEORGIA	JENKINS	GA	MILLEN	MILLEN
AIRPORT	77GA	GA	GEORGIA	LAMAR	GA	MILNER	TOLAND
AIRPORT	1GA9	GA	GEORGIA	WALTON	GA	MONROE	AERIE
AIRPORT	67GA	GA	GEORGIA	WALTON	GA	MONROE	APPALACHEE BLUFF RIVERFRONT AIRPARK
HELIPORT	6GA2	GA	GEORGIA	WALTON	GA	MONROE	BECKER
AIRPORT	D73	GA	GEORGIA	WALTON	GA	MONROE	CY NUNNALLY MEMORIAL
AIRPORT	GA00	GA	GEORGIA	WALTON	GA	MONROE	KINTAIL FARM
HELIPORT	GA38	GA	GEORGIA	WALTON	GA	MONROE	WALTON RGNL MEDICAL CENTER
AIRPORT	53A	GA	GEORGIA	MACON	GA	MONTEZUMA	DR C P SAVAGE SR.
AIRPORT	GA06	GA	GEORGIA	JASPER	GA	MONTICELLO	MONTICELLO SKY RANCH
AIRPORT	4GE3	GA	GEORGIA	BLECKLEY	GA	MONTROSE	WHITEHALL
AIRPORT	91GA	GA	GEORGIA	COWETA	GA	MORELAND	FLYING FROG FIELD
AIRPORT	MGR	GA	GEORGIA	COLQUITT	GA	MOULTRIE	MOULTRIE MUNI
AIRPORT	MUL	GA	GEORGIA	COLQUITT	GA	MOULTRIE	SPENCE
AIRPORT	09GA	GA	GEORGIA	COLQUITT	GA	MOULTRIE	SUNBELT STRIP
AIRPORT	GE04	GA	GEORGIA	HARRIS	GA	MULBERRY GROVE	MCLENDON FIELD
AIRPORT	4J1	GA	GEORGIA	BRANTLEY	GA	NAHUNTA	BRANTLEY COUNTY
AIRPORT	4J2	GA	GEORGIA	BERRIEN	GA	NASHVILLE	BERRIEN CO
AIRPORT	1GA8	GA	GEORGIA	BERRIEN	GA	NASHVILLE	SOUTH ONE TEN
AIRPORT	GE01	GA	GEORGIA	LOWNDES	GA	NAYLOR	CHRISTIANS FOLLY
AIRPORT	2GA0	GA	GEORGIA	MORGAN	GA	NEWBORN	KENNEDY INTRANATIONAL
AIRPORT	2GE8	GA	GEORGIA	COWETA	GA	NEWNAN	ANDY FIELDS
AIRPORT	17GA	GA	GEORGIA	COWETA	GA	NEWNAN	PANTHER CREEK
HELIPORT	21GA	GA	GEORGIA	COWETA	GA	NEWNAN	PIEDMONT HOSPITAL-NEWNAN
AIRPORT	13GE	GA	GEORGIA	EMANUEL	GA	OAK PARK	HOLT AIRPARK
HELIPORT	GE14	GA	GEORGIA	IRWIN	GA	OCILLA	ELITE HELICOPTERS
AIRPORT	2GA1	GA	GEORGIA	NEWTON	GA	OXFORD	POOLE FARM
AIRPORT	GA31	GA	GEORGIA	COWETA	GA	PALMETTO	TWO ROCKS
AIRPORT	1GE6	GA	GEORGIA	PIERCE	GA	PATTERSON	DAYSTAR STRIP
HELIPORT	4GE7	GA	GEORGIA	HOUSTON	GA	PERRY	AE154 BASE
HELIPORT	GA97	GA	GEORGIA	HOUSTON	GA	PERRY	GUARDIAN CENTERS OF GEORGIA
AIRPORT	PXE	GA	GEORGIA	HOUSTON	GA	PERRY	PERRY-HOUSTON COUNTY
AIRPORT	PIM	GA	GEORGIA	HARRIS	GA	PINE MOUNTAIN	HARRIS COUNTY
AIRPORT	47GA	GA	GEORGIA	DOOLY	GA	PINEHURST	EVERIDGE
AIRPORT	44GA	GA	GEORGIA	WILCOX	GA	PINEVIEW	S&S FLYING SERVICE
AIRPORT	4GA5	GA	GEORGIA	SUMTER	GA	PLAINS	PETERSON FIELD
AIRPORT	22GA	GA	GEORGIA	GORDON	GA	PLAINVILLE	RIVERSIDE
AIRPORT	4J5	GA	GEORGIA	BROOKS	GA	QUITMAN	QUITMAN BROOKS COUNTY
HELIPORT	06GA	GA	GEORGIA	DE KALB	GA	REDAN	SMITH
AIRPORT	RVJ	GA	GEORGIA	TATTNALL	GA	REIDSVILLE	SWINTON SMITH FLD AT REIDSVILLE MUNI
SEAPLANE BASE	12GE	GA	GEORGIA	LIBERTY	GA	RICEBORO	HARVEST LAKE
AIRPORT	05GA	GA	GEORGIA	STEWART	GA	RICHLAND	RAJU
AIRPORT	GA03	GA	GEORGIA	CATOOSA	GA	RINGGOLD	WILSON
HELIPORT	49GA	GA	GEORGIA	CLAYTON	GA	RIVERDALE	SOUTHERN RGNL MEDICAL CENTER
AIRPORT	0GA9	GA	GEORGIA	CRAWFORD	GA	ROBERTA	GENTLE LANDINGS AIR PARK
AIRPORT	0GE9	GA	GEORGIA	SCREVEN	GA	ROCKY FORD	PEGASUS RANCH
HELIPORT	GE88	GA	GEORGIA	FLOYD	GA	ROME	FLOYD COUNTY SHERIFFS OFFICE
HELIPORT	GA12	GA	GEORGIA	FLOYD	GA	ROME	REDMOND REGIONAL MEDICAL CENTER
AIRPORT	RMG	GA	GEORGIA	FLOYD	GA	ROME	RICHARD B RUSSELL REGIONAL - J H TOWERS FIELD
AIRPORT	8GA1	GA	GEORGIA	HEARD	GA	ROOPVILLE	GUM CREEK
HELIPORT	GA57	GA	GEORGIA	FULTON	GA	ROSWELL	ROSWELL ANIMAL HOSPITAL
HELIPORT	GE15	GA	GEORGIA	MORGAN	GA	RUTLEDGE	RABIT HOLE III
AIRPORT	OKZ	GA	GEORGIA	WASHINGTON	GA	SANDERSVILLE	KAOLIN FIELD
HELIPORT	58GA	GA	GEORGIA	WASHINGTON	GA	SANDERSVILLE	WASHINGTON COUNTY REGIONAL MEDICAL CENTER
HELIPORT	23GA	GA	GEORGIA	FULTON	GA	SANDY SPRINGS	HARTRAMPF
AIRPORT	GA35	GA	GEORGIA	EFFINGHAM	GA	SAVANNAH	CYPRESS LAKES
AIRPORT	GA39	GA	GEORGIA	CHATHAM	GA	SAVANNAH	HODGES AIRPARK
AIRPORT	SVN	GA	GEORGIA	CHATHAM	GA	SAVANNAH	HUNTER AAF
HELIPORT	GA37	GA	GEORGIA	CHATHAM	GA	SAVANNAH	MEMORIAL HOSPITAL
AIRPORT	SAV	GA	GEORGIA	CHATHAM	GA	SAVANNAH	SAVANNAH/HILTON HEAD INTL
HELIPORT	46GA	GA	GEORGIA	CHATHAM	GA	SAVANNAH	ST JOSEPH'S HOSPITAL
AIRPORT	64GA	GA	GEORGIA	COWETA	GA	SENOIA	BIG 'T'
AIRPORT	2GA8	GA	GEORGIA	FLOYD	GA	SHANNON	SHANNON FLIGHT STRIP
AIRPORT	29GA	GA	GEORGIA	COWETA	GA	SHARPSBURG	ROLLING MEADOWS AIRFIELD
AIRPORT	72GA	GA	GEORGIA	MC INTOSH	GA	SHELLMAN BLUFF	BARBOUR ISLAND
AIRPORT	1GA0	GA	GEORGIA	MC INTOSH	GA	SHELLMAN BLUFF	EAGLE NECK
HELIPORT	40GA	GA	GEORGIA	COBB	GA	SMYRNA	SMYRNA HOSPITAL
HELIPORT	24GA	GA	GEORGIA	GWINNETT	GA	SNELLVILLE	CALEB
HELIPORT	12GA	GA	GEORGIA	GWINNETT	GA	SNELLVILLE	GWINNETT COMM HOSP D/B/A EASTSIDE MED CNTR
AIRPORT	2GA9	GA	GEORGIA	GWINNETT	GA	SNELLVILLE	LENORA
AIRPORT	18GA	GA	GEORGIA	WALTON	GA	SOCIAL CIRCLE	SLEEPY HOLLOW
AIRPORT	3GA8	GA	GEORGIA	TREUTLEN	GA	SOPERTON	CAULEY'S AIRSTRIP
AIRPORT	4J8	GA	GEORGIA	TREUTLEN	GA	SOPERTON	TREUTLEN COUNTY
AIRPORT	2GA2	GA	GEORGIA	EFFINGHAM	GA	SPRINGFIELD	SWAIDS FIELD
AIRPORT	GA46	GA	GEORGIA	CAMDEN	GA	ST MARY'S	HIGH POINT
AIRPORT	SSI	GA	GEORGIA	GLYNN	GA	ST SIMONS ISLAND	ST SIMONS ISLAND
HELIPORT	GA15	GA	GEORGIA	BULLOCH	GA	STATESBORO	AIR EVAC 95
HELIPORT	GA28	GA	GEORGIA	BULLOCH	GA	STATESBORO	EAST GEORGIA RGNL MEDICAL CENTER
AIRPORT	03GA	GA	GEORGIA	BULLOCH	GA	STATESBORO	HIA
AIRPORT	1GA4	GA	GEORGIA	BULLOCH	GA	STATESBORO	SOUTHERN AG AVIATION
AIRPORT	TBR	GA	GEORGIA	BULLOCH	GA	STATESBORO	STATESBORO-BULLOCH COUNTY
AIRPORT	7GA7	GA	GEORGIA	HENRY	GA	STOCKBRIDGE	BERRY HILL
AIRPORT	3GA0	GA	GEORGIA	HENRY	GA	STOCKBRIDGE	GRANT
HELIPORT	43GA	GA	GEORGIA	HENRY	GA	STOCKBRIDGE	PIEDMONT HENRY HOSPITAL
HELIPORT	GE34	GA	GEORGIA	DE KALB	GA	STONE MOUNTAIN	STONE MOUNTAIN PARK PUBLIC SAFETY
HELIPORT	92GA	GA	GEORGIA	DE KALB	GA	STONE MOUNTAIN	STONE MOUNTAIN PARK SKYLIFT
HELIPORT	3GE2	GA	GEORGIA	GWINNETT	GA	STONE MOUNTAIN	WILLIAMS
AIRPORT	GA87	GA	GEORGIA	UNION	GA	SUCHES	HIGH VALLEY AIRPARK
AIRPORT	GA23	GA	GEORGIA	CHATTOOGA	GA	SUMMERVILLE	WYATT
AIRPORT	0GE4	GA	GEORGIA	SPALDING	GA	SUNNYSIDE	PECAN PATCH AIRSTRIP
AIRPORT	SBO	GA	GEORGIA	EMANUEL	GA	SWAINSBORO	EAST GEORGIA REGIONAL
HELIPORT	93GA	GA	GEORGIA	EMANUEL	GA	SWAINSBORO	EMANUEL COUNTY HOSPITAL
AIRPORT	76GA	GA	GEORGIA	SCREVEN	GA	SYLVANIA	LANDINGS EAST SYLVANIA
AIRPORT	JYL	GA	GEORGIA	SCREVEN	GA	SYLVANIA	PLANTATION AIRPARK
HELIPORT	84GA	GA	GEORGIA	SCREVEN	GA	SYLVANIA	SCREVEN EMS
AIRPORT	13GA	GA	GEORGIA	WORTH	GA	SYLVESTER	OAK RIDGE PLANTATION
AIRPORT	SYV	GA	GEORGIA	WORTH	GA	SYLVESTER	SYLVESTER
AIRPORT	3GA1	GA	GEORGIA	TALBOT	GA	TALBOTTON	PRATTSBURG
AIRPORT	85GA	GA	GEORGIA	JACKSON	GA	TALMO	AIKEN FIELD
AIRPORT	0GA3	GA	GEORGIA	HARALSON	GA	TEMPLE	AYRESOUTH
AIRPORT	55GE	GA	GEORGIA	MURRAY	GA	TENNGA	ROSTEX
AIRPORT	OPN	GA	GEORGIA	UPSON	GA	THOMASTON	THOMASTON-UPSON COUNTY
AIRPORT	TVI	GA	GEORGIA	THOMAS	GA	THOMASVILLE	THOMASVILLE RGNL
AIRPORT	HQU	GA	GEORGIA	MC DUFFIE	GA	THOMSON	THOMSON-MCDUFFIE COUNTY
HELIPORT	GA34	GA	GEORGIA	TIFT	GA	TIFTON	AIR EVAC BASE 142
AIRPORT	TMA	GA	GEORGIA	TIFT	GA	TIFTON	HENRY TIFT MYERS
AIRPORT	TOC	GA	GEORGIA	STEPHENS	GA	TOCCOA	TOCCOA RG LETOURNEAU FIELD
AIRPORT	0GE3	GA	GEORGIA	DADE	GA	TRENTON	LOOKOUT MOUNTAIN
HELIPORT	14GE	GA	GEORGIA	DADE	GA	TRENTON	STAKELY
AIRPORT	86GA	GA	GEORGIA	CATOOSA	GA	TUNNEL HILL	FLYING G RANCH
AIRPORT	51GA	GA	GEORGIA	FAYETTE	GA	TYRONE	SMITH FIELD
AIRPORT	94GA	GA	GEORGIA	DOOLY	GA	UNADILLA	SNOW HILL AIRSTRIP
HELIPORT	3GA4	GA	GEORGIA	FULTON	GA	UNION CITY	STONEWALL
AIRPORT	50GA	GA	GEORGIA	LOWNDES	GA	VALDOSTA	MALLORY FIELD
AIRPORT	7GA2	GA	GEORGIA	LOWNDES	GA	VALDOSTA	MCCLELLAN
AIRPORT	VAD	GA	GEORGIA	LOWNDES	GA	VALDOSTA	MOODY AFB
AIRPORT	0GA8	GA	GEORGIA	BROOKS	GA	VALDOSTA	PASO FINO FARM
HELIPORT	54GA	GA	GEORGIA	LOWNDES	GA	VALDOSTA	S.G.M.C.
AIRPORT	VLD	GA	GEORGIA	LOWNDES	GA	VALDOSTA	VALDOSTA RGNL
AIRPORT	8GA9	GA	GEORGIA	SPALDING	GA	VAUGHN	BROOK BRIDGE AERODROME
AIRPORT	VDI	GA	GEORGIA	TOOMBS	GA	VIDALIA	VIDALIA RGNL
AIRPORT	3GA5	GA	GEORGIA	CARROLL	GA	VILLA RICA	DIAMOND R RANCH
AIRPORT	20GA	GA	GEORGIA	DOUGLAS	GA	VILLA RICA	EARL L SMALL JR  FIELD/STOCKMAR
AIRPORT	81GA	GA	GEORGIA	CARROLL	GA	VILLA RICA	LUCKY LAIRDS LANDING
HELIPORT	87GA	GA	GEORGIA	CARROLL	GA	VILLA RICA	TANNER MEDICAL CENTER/VILLA RICA
AIRPORT	82GA	GA	GEORGIA	EMANUEL	GA	WADLEY	PACES SOUTH FARMS
AIRPORT	5A9	GA	GEORGIA	MERIWETHER	GA	WARM SPRINGS	ROOSEVELT MEMORIAL
HELIPORT	2GA3	GA	GEORGIA	HOUSTON	GA	WARNER ROBINS	HOUSTON HEALTHCARE HOSPITAL
AIRPORT	WRB	GA	GEORGIA	HOUSTON	GA	WARNER ROBINS	ROBINS AFB
AIRPORT	5A2	GA	GEORGIA	HOUSTON	GA	WARNER ROBINS	WARNER ROBINS AIR PARK
HELIPORT	9GE6	GA	GEORGIA	WILKES	GA	WASHINGTON	LINSCOTT
AIRPORT	IIY	GA	GEORGIA	WILKES	GA	WASHINGTON	WASHINGTON-WILKES COUNTY
AIRPORT	1GE9	GA	GEORGIA	HARRIS	GA	WAVERLY HALL	WAVERLY LANDING
AIRPORT	GA47	GA	GEORGIA	WARE	GA	WAYCROSS	BIVINS
HELIPORT	GA60	GA	GEORGIA	WARE	GA	WAYCROSS	MEMORIAL SATILLA HEALTH
AIRPORT	AYS	GA	GEORGIA	WARE	GA	WAYCROSS	WAYCROSS-WARE COUNTY
AIRPORT	BXG	GA	GEORGIA	BURKE	GA	WAYNESBORO	BURKE COUNTY
HELIPORT	2GE1	GA	GEORGIA	BURKE	GA	WAYNESBORO	BURKE COUNTY HOSPITAL
AIRPORT	3GA7	GA	GEORGIA	BURKE	GA	WAYNESBORO	RHODES AIR RANCH
AIRPORT	GE30	GA	GEORGIA	BURKE	GA	WAYNESBORO	SANDY HILL
AIRPORT	5GA1	GA	GEORGIA	BURKE	GA	WAYNESBORO	VANGUARD LANDING
HELIPORT	GA51	GA	GEORGIA	BURKE	GA	WAYNESBORO	VOGTLE ELECTRIC GENERATING PLANT
AIRPORT	3GA6	GA	GEORGIA	CARROLL	GA	WHITESBURG	ERLEN
AIRPORT	6GA5	GA	GEORGIA	DOUGLAS	GA	WHITESBURG	KOLIBRI
AIRPORT	5GA2	GA	GEORGIA	CARROLL	GA	WHITESBURG	LYONS LANDING
AIRPORT	95GA	GA	GEORGIA	CARROLL	GA	WHITESBURG	MCINTOSH FIELD
AIRPORT	7GA9	GA	GEORGIA	CARROLL	GA	WHITESBURG	SMISSON FIELD
AIRPORT	96GA	GA	GEORGIA	PIKE	GA	WILLIAMSON	3-M'S
AIRPORT	5GA3	GA	GEORGIA	PIKE	GA	WILLIAMSON	EAGLES LANDING
AIRPORT	GA2	GA	GEORGIA	PIKE	GA	WILLIAMSON	PEACH STATE AERODROME
AIRPORT	WDR	GA	GEORGIA	BARROW	GA	WINDER	BARROW COUNTY
HELIPORT	59GA	GA	GEORGIA	BARROW	GA	WINDER	BARROW MEDICAL CENTER
AIRPORT	1GE2	GA	GEORGIA	TALBOT	GA	WOODLAND	C & W AIR PARK
AIRPORT	6GE2	GA	GEORGIA	TALBOT	GA	WOODLAND	RAINBOW FIELD
AIRPORT	5GA4	GA	GEORGIA	CHEROKEE	GA	WOODSTOCK	AIR ACRES
AIRPORT	GA82	GA	GEORGIA	FAYETTE	GA	WOOLSEY	RUST AIRSTRIP
AIRPORT	65J	GA	GEORGIA	JEFFERSON	GA	WRENS	WRENS MEMORIAL
AIRPORT	01GE	GA	GEORGIA	JOHNSON	GA	WRIGHTSVILLE	THE FARM
AIRPORT	9GA0	GA	GEORGIA	PIKE	GA	ZEBULON	BROWN FIELD
AIRPORT	GA10	GA	GEORGIA	PIKE	GA	ZEBULON	RIDGEVIEW FARM
AIRPORT	3GA9	GA	GEORGIA	PIKE	GA	ZEBULON	VINTAGE FLD
HELIPORT	HI47	GU	GUAM	GUAM	GU	AGANA GUAM	BIG EYE
HELIPORT	9OG1	GU	GUAM	GUAM	GU	GUAM	BARRIGADA READINESS CENTER
AIRPORT	GUM	GU	GUAM	GUAM	GU	GUAM	GUAM INTL
AIRPORT	UAM	GU	GUAM	GUAM	GU	YIGO	ANDERSEN AFB
AIRPORT	BSF	HI	HAWAII	HAWAII	HI	CAMP POHAKULOA	BRADSHAW ARMY AIRFIELD
AIRPORT	HNM	HI	HAWAII	MAUI	HI	HANA	HANA
AIRPORT	HI01	HI	HAWAII	KAUAI	HI	HANALEI	PRINCEVILLE
AIRPORT	HI03	HI	HAWAII	KAUAI	HI	HANAMAULU	HANAMAULU AIRSTRIP
AIRPORT	PAK	HI	HAWAII	KAUAI	HI	HANAPEPE	PORT ALLEN
AIRPORT	UPP	HI	HAWAII	HAWAII	HI	HAWI	UPOLU
AIRPORT	ITO	HI	HAWAII	HAWAII	HI	HILO	HILO INTL
HELIPORT	HI04	HI	HAWAII	HAWAII	HI	HILO	HILO MEDICAL CENTER
AIRPORT	HI05	HI	HAWAII	HAWAII	HI	HONOKAA	HONOKAA AIRSTRIP
AIRPORT	HNL	HI	HAWAII	HONOLULU	HI	HONOLULU	DANIEL K INOUYE INTL
HELIPORT	HI24	HI	HAWAII	HONOLULU	HI	HONOLULU	HECO-WAIAU
HELIPORT	HI40	HI	HAWAII	HONOLULU	HI	HONOLULU	KUAKINI MEDICAL CENTER
HELIPORT	HI55	HI	HAWAII	HONOLULU	HI	HONOLULU	MOANALUA MEDICAL CENTER
HELIPORT	HI38	HI	HAWAII	HONOLULU	HI	HONOLULU	THE QUEEN'S MEDICAL CENTER
HELIPORT	HI57	HI	HAWAII	HONOLULU	HI	KAHUKU	KAHUKU FIRE & POLICE STATION
HELIPORT	HI58	HI	HAWAII	HAWAII	HI	KAHUKU	TURTLE BAY RESORT
AIRPORT	OGG	HI	HAWAII	MAUI	HI	KAHULUI	KAHULUI
AIRPORT	KOA	HI	HAWAII	HAWAII	HI	KAILUA/KONA	ELLISON ONIZUKA KONA INTL AT KEAHOLE
AIRPORT	LUP	HI	HAWAII	KALAWAO	HI	KALAUPAPA	KALAUPAPA
HELIPORT	HI18	HI	HAWAII	HAWAII	HI	KAMUELA	LUCY HENRIQUES MEDICAL CENTER
AIRPORT	MUE	HI	HAWAII	HAWAII	HI	KAMUELA	WAIMEA-KOHALA
AIRPORT	NGF	HI	HAWAII	HONOLULU	HI	KANEOHE	KANEOHE BAY MCAS (MARION E CARL FIELD)
AIRPORT	JRF	HI	HAWAII	HONOLULU	HI	KAPOLEI	KALAELOA (JOHN RODGERS FIELD)
AIRPORT	18HI	HI	HAWAII	MAUI	HI	KAUNAKAKAI	BRANDT FIELD
HELIPORT	99HI	HI	HAWAII	MAUI	HI	KAUNAKAKAI	KAWELA FARM
AIRPORT	MKK	HI	HAWAII	MAUI	HI	KAUNAKAKAI	MOLOKAI
AIRPORT	HI49	HI	HAWAII	MAUI	HI	KAUNAKAKAI	PANDA
AIRPORT	BKH	HI	HAWAII	KAUAI	HI	"KEKAHA,KAUAI"	BARKING SANDS PMRF
HELIPORT	HI50	HI	HAWAII	MAUI	HI	LAHAINA	HYATT REGENCY MAUI HOTEL
AIRPORT	JHM	HI	HAWAII	MAUI	HI	LAHAINA	KAPALUA
HELIPORT	HI02	HI	HAWAII	MAUI	HI	LANAI	MANELE
AIRPORT	LNY	HI	HAWAII	MAUI	HI	LANAI CITY	LANAI
